username,credit,role,uid,permission,gradepoint
j_jessica,181,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78246,50,0 个
rachelhan,111,中级农民-加分请看右边栏-多参与|分享|记录|反馈,72530,50,0 个
simonzdx,110,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77515,50,0 个
tonyzhang1231,91,新农上路-加分请看每个版右边栏,78255,10,0 个
JimmyChoo,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78256,50,0 个
jzl921111,99,新农上路-加分请看每个版右边栏,70336,10,0 个
Cristina,98,新农上路-加分请看每个版右边栏,78206,10,0 个
小白,135,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78261,50,0 个
zhouyufeng6741,59,新农上路-加分请看每个版右边栏,77964,10,0 个
MATHFARMER,99,新农上路-加分请看每个版右边栏,78245,10,0 个
rinoa358161,99,新农上路-加分请看每个版右边栏,76191,10,0 个
Candance刘,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78267,50,0 个
juhuacha456,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,63418,1,0 个
mayukuntian,92,新农上路-加分请看每个版右边栏,77396,10,0 个
zssea,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,70628,50,0 个
seith,44,新农上路-加分请看每个版右边栏,78200,10,0 个
ipv009,79,新农上路-加分请看每个版右边栏,62024,10,0 个
toptimesman,16,新农上路-加分请看每个版右边栏,58517,10,0 个
Janice353,98,新农上路-加分请看每个版右边栏,78195,10,0 个
wayne,121,中级农民-加分请看右边栏-多参与|分享|记录|反馈,76844,50,0 个
strawberry08,98,新农上路-加分请看每个版右边栏,64326,10,0 个
悬崖边上的蚂蚁,125,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78209,50,0 个
阿叽阿叽,128,中级农民-加分请看右边栏-多参与|分享|记录|反馈,76953,50,0 个
洋葱,219,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78216,50,0 个
lbc0430,86,新农上路-加分请看每个版右边栏,67467,10,0 个
hwxlf,148,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78217,50,0 个
草莓Cynthia,102,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78220,50,0 个
koujiahao,16,新农上路-加分请看每个版右边栏,75594,10,0 个
xyy3624,95,新农上路-加分请看每个版右边栏,70846,10,0 个
beforeeight,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78144,50,0 个
sunnyolena,94,新农上路-加分请看每个版右边栏,66686,10,0 个
alvinstars,70,新农上路-加分请看每个版右边栏,71209,10,0 个
Tuo,98,新农上路-加分请看每个版右边栏,78239,10,0 个
o101010o,98,新农上路-加分请看每个版右边栏,59637,10,0 个
linckimi,95,新农上路-加分请看每个版右边栏,73151,10,0 个
小晕lyh,142,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77958,50,0 个
winter21,133,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78169,50,0 个
zj6666,107,中级农民-加分请看右边栏-多参与|分享|记录|反馈,38692,50,0 个
KukuDavid,99,新农上路-加分请看每个版右边栏,40379,10,0 个
deanmao,194,中级农民-加分请看右边栏-多参与|分享|记录|反馈,71786,50,0 个
broadway_he,106,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78173,50,0 个
swordest,246,中级农民-加分请看右边栏-多参与|分享|记录|反馈,41166,50,0 个
sweetmiracle,117,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78158,50,0 个
garen,77,新农上路-加分请看每个版右边栏,78186,10,0 个
billyli8866,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77856,50,0 个
fengyunzhe820,101,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78188,50,0 个
sijia,98,新农上路-加分请看每个版右边栏,59339,10,0 个
bmxsprite,93,新农上路-加分请看每个版右边栏,75068,10,0 个
Happy,171,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78194,50,0 个
Gates_ice,92,新农上路-加分请看每个版右边栏,78196,10,0 个
ustcwcg,99,新农上路-加分请看每个版右边栏,78187,10,0 个
bjxy,70,新农上路-加分请看每个版右边栏,70935,10,0 个
ye453956954,99,新农上路-加分请看每个版右边栏,78198,10,0 个
aubreygtr,89,新农上路-加分请看每个版右边栏,58932,10,0 个
only9104,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77940,50,0 个
pjpj0507,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78127,50,0 个
kaitian521,145,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78126,50,0 个
aayy2000,176,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78131,50,0 个
fcctrain,97,新农上路-加分请看每个版右边栏,41071,10,0 个
to0r,87,新农上路-加分请看每个版右边栏,69904,10,0 个
Eagles_2F,89,新农上路-加分请看每个版右边栏,78123,10,0 个
cmu911,88,新农上路-加分请看每个版右边栏,53409,10,0 个
雨滴墨散,99,新农上路-加分请看每个版右边栏,69793,10,0 个
peter_zhaojing,115,中级农民-加分请看右边栏-多参与|分享|记录|反馈,73690,50,0 个
sfik1206,168,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78141,50,0 个
austinamens,95,新农上路-加分请看每个版右边栏,59446,10,0 个
wqf,137,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78152,50,0 个
bamboo2013,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78153,50,0 个
yuwell,107,中级农民-加分请看右边栏-多参与|分享|记录|反馈,74143,50,0 个
wynter900223,98,新农上路-加分请看每个版右边栏,61910,10,0 个
Praise,99,新农上路-加分请看每个版右边栏,78159,10,0 个
pizzafans,93,新农上路-加分请看每个版右边栏,78161,10,0 个
anecdotist,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78160,50,0 个
红魔就是我,92,新农上路-加分请看每个版右边栏,75611,10,0 个
super3,146,中级农民-加分请看右边栏-多参与|分享|记录|反馈,2491,50,0 个
katheryn,102,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78080,50,0 个
kjyyy,141,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77523,50,0 个
james.wangyiqun,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,67968,50,0 个
cxyb1994116,96,新农上路-加分请看每个版右边栏,78082,10,0 个
JuliaM,164,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78091,50,0 个
happyending,88,新农上路-加分请看每个版右边栏,78093,10,0 个
hqi2005,59,新农上路-加分请看每个版右边栏,71281,10,0 个
fujiaojian,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78101,50,0 个
bengcs,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78102,50,0 个
渺小而伟大,93,新农上路-加分请看每个版右边栏,78105,10,0 个
sby0914,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78107,50,0 个
liuzhihaoabc,71,新农上路-加分请看每个版右边栏,62836,10,0 个
Shakespeare,96,新农上路-加分请看每个版右边栏,76433,10,0 个
弗朗西斯,88,新农上路-加分请看每个版右边栏,78122,10,0 个
jasonc,99,新农上路-加分请看每个版右边栏,78019,10,0 个
alikewmk,96,新农上路-加分请看每个版右边栏,77617,10,0 个
Carlyzh,97,新农上路-加分请看每个版右边栏,78014,10,0 个
elfwu,96,新农上路-加分请看每个版右边栏,78021,10,0 个
Wedome,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78023,50,0 个
linkin8834,942,勤奋农民-感谢提供高质量信息和讨论,77666,80,0 个
smellycat,685,勤奋农民-感谢提供高质量信息和讨论,77339,80,0 个
EchoLee,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78040,50,0 个
shesuperstar666,112,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78045,50,0 个
alexwen,80,新农上路-加分请看每个版右边栏,77428,10,0 个
b92902121,902,勤奋农民-感谢提供高质量信息和讨论,78002,80,0 个
cutemm,103,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78054,50,0 个
zergyt,67,新农上路-加分请看每个版右边栏,31044,10,0 个
lzd1127,126,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78058,50,0 个
lastandboy,216,中级农民-加分请看右边栏-多参与|分享|记录|反馈,72263,50,0 个
hza88816415,191,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78064,50,0 个
月亮我弄弯,108,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78067,50,0 个
qinbbbb,231,中级农民-加分请看右边栏-多参与|分享|记录|反馈,73714,50,0 个
benaapp,97,新农上路-加分请看每个版右边栏,73966,10,0 个
xzzon,94,新农上路-加分请看每个版右边栏,46774,10,0 个
js_jiang,289,中级农民-加分请看右边栏-多参与|分享|记录|反馈,40317,50,0 个
zhessa,91,新农上路-加分请看每个版右边栏,43445,10,0 个
houqingniao,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77979,50,0 个
alicecsy02,164,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77989,50,0 个
firstblood,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77987,50,0 个
小怪兽是个吃货,89,新农上路-加分请看每个版右边栏,75492,10,0 个
kakachelsea,184,中级农民-加分请看右边栏-多参与|分享|记录|反馈,69705,50,2 个
Brisingr,120,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78003,50,0 个
Joshua-K,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78009,50,0 个
小D0_0,89,新农上路-加分请看每个版右边栏,77197,10,0 个
Lusota,93,新农上路-加分请看每个版右边栏,54277,10,0 个
when31,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,78013,50,0 个
xiaoxiao0618,98,新农上路-加分请看每个版右边栏,78016,10,0 个
毛毛13011,76,新农上路-加分请看每个版右边栏,77530,10,0 个
fuyuan32,103,中级农民-加分请看右边栏-多参与|分享|记录|反馈,66677,50,0 个
arsene2007,99,新农上路-加分请看每个版右边栏,77865,10,0 个
乔小猪,99,新农上路-加分请看每个版右边栏,77812,10,0 个
wsard,99,新农上路-加分请看每个版右边栏,77866,10,0 个
raojinfeng,156,中级农民-加分请看右边栏-多参与|分享|记录|反馈,71220,50,0 个
onyuchan,99,新农上路-加分请看每个版右边栏,77872,10,0 个
garfieldwang,89,新农上路-加分请看每个版右边栏,77874,10,0 个
yannan,259,撼地神牛,77764,80,0 个
jiashenghui,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77883,50,0 个
chengshaw,74,新农上路-加分请看每个版右边栏,76712,10,0 个
roudino,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,77890,1,0 个
acheeee,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77892,50,0 个
floria,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77895,50,0 个
huagongcsy,96,新农上路-加分请看每个版右边栏,77905,10,0 个
joe11,99,禁止发言,77907,0,0 个
Alisa,102,禁止发言,77913,0,0 个
dazzledang,101,中级农民-加分请看右边栏-多参与|分享|记录|反馈,74750,50,0 个
k5262009,91,新农上路-加分请看每个版右边栏,77925,10,0 个
a1nba,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77708,50,0 个
jillinwang,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,75602,50,0 个
NJUGMK,91,新农上路-加分请看每个版右边栏,75902,10,0 个
hw_031045,99,新农上路-加分请看每个版右边栏,77718,10,0 个
calconvertible,117,中级农民-加分请看右边栏-多参与|分享|记录|反馈,74255,50,0 个
bob19891026,98,新农上路-加分请看每个版右边栏,48244,10,0 个
garyzhan,90,新农上路-加分请看每个版右边栏,77749,10,0 个
鱼鱼仙人,68,新农上路-加分请看每个版右边栏,63950,10,0 个
悠悠竹闲子,148,中级农民-加分请看右边栏-多参与|分享|记录|反馈,75526,50,0 个
5nightangel,146,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77753,50,0 个
岳然,897,勤奋农民-感谢提供高质量信息和讨论,76724,80,0 个
315556264,173,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77755,50,0 个
Minnie,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77757,50,0 个
pctiancai,150,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77177,50,0 个
guerrillax,98,新农上路-加分请看每个版右边栏,77761,10,0 个
kidzlike,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,76954,50,0 个
JJWFRANK,160,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77768,50,0 个
bigloser,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77230,50,0 个
cucee,114,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77669,50,0 个
manzi90,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77547,50,0 个
hustszy,99,新农上路-加分请看每个版右边栏,54230,10,0 个
柳—翼,101,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77679,50,0 个
jjustc,404,中级农民-加分请看右边栏-多参与|分享|记录|反馈,67333,50,0 个
benjaminshuai,98,新农上路-加分请看每个版右边栏,74223,10,0 个
hongsixian2,99,新农上路-加分请看每个版右边栏,77682,10,0 个
shirleyli,96,新农上路-加分请看每个版右边栏,77304,10,0 个
btbt1988,9,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,38409,1,0 个
John胡,104,禁止发言,77695,0,0 个
LambdaQ,39,新农上路-加分请看每个版右边栏,77697,10,0 个
lanceryan,98,新农上路-加分请看每个版右边栏,60784,10,0 个
young是小喵,98,新农上路-加分请看每个版右边栏,68487,10,0 个
bigpang,199,中级农民-加分请看右边栏-多参与|分享|记录|反馈,61091,50,0 个
lyc6shine,98,新农上路-加分请看每个版右边栏,64117,10,0 个
tianpox,145,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77712,50,0 个
maochon3,98,新农上路-加分请看每个版右边栏,77720,10,0 个
DavidDavid,104,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77203,50,0 个
persuave,90,新农上路-加分请看每个版右边栏,73655,10,0 个
letacheng,248,中级农民-加分请看右边栏-多参与|分享|记录|反馈,76871,50,0 个
sugar_amanda,328,中级农民-加分请看右边栏-多参与|分享|记录|反馈,58438,50,0 个
2009phoebe,159,中级农民-加分请看右边栏-多参与|分享|记录|反馈,76388,50,0 个
newwinter,81,新农上路-加分请看每个版右边栏,64556,10,0 个
leeward,726,勤奋农民-感谢提供高质量信息和讨论,77729,80,0 个
vesper305,99,新农上路-加分请看每个版右边栏,77947,10,0 个
outout1234,95,新农上路-加分请看每个版右边栏,43021,10,0 个
jsx0107,70,新农上路-加分请看每个版右边栏,21546,10,0 个
Alice-mst,89,新农上路-加分请看每个版右边栏,77953,10,0 个
1亩两分地,102,中级农民-加分请看右边栏-多参与|分享|记录|反馈,77961,50,0 个
流星BABY,162,中级农民-加分请看右边栏-多参与|分享|记录|反馈,66281,50,0 个
